,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelRowing,labelSitting,labelCycling,labelStanding,labelRunning,light_phone_lux,mag_phone_x,mag_phone_y,mag_phone_z,grav_phone_x,grav_phone_y,grav_phone_z
2022-06-22 20:06:40.073286,-0.652506693093865,-0.3595404271726255,-0.4583878605454057,0.4645391718244914,-0.4559400774037036,-0.9003030841167157,1,0,0,0,0,193.99501037597656,14.276902862217117,-32.535327247951344,-21.78750104489534,-0.096063118841913,6.391184047416403,7.418778525458442
2022-06-22 20:06:40.323286,0.037378503726078906,0.4202599342052753,0.17585527896881106,-0.3204220679516976,-1.1275389008224008,0.18952666903631046,1,0,0,0,0,185.99625396728518,14.869500579833984,-30.575251159667967,-23.98800094604492,0.1709993859896293,6.455347226216242,7.320626038771409
2022-06-22 20:06:40.573286,-0.26454777900989235,-1.4778757737233088,0.4389552244773277,0.8517217155939971,-0.7820831260715542,1.6003541258665233,1,0,0,0,0,142.02000427246094,0.5752500009536742,-31.080001068115234,-26.07375114440918,3.856435995835525,6.014557875119723,6.543226223725539
2022-06-22 20:06:40.823286,0.8060711666389748,0.6024279594421387,-1.1718069182501898,0.06210458296765056,-0.23411392737869866,0.2521146404798384,1,0,0,0,0,69.49125289916992,-13.045500526428222,-33.36225143432617,-19.063500747680663,5.825230792716697,5.818952507442898,5.292445306424741
2022-06-22 20:06:41.073286,-0.7057292919892532,0.6168428384340726,0.7676935287622305,0.579487474491963,-1.2895473027960038,0.2884867673095029,1,0,0,0,0,68.98500061035156,-14.577000617980955,-32.18700149536133,-19.605000762939454,6.522967045123759,5.498113632202148,4.697299196169927
2022-06-22 20:06:41.323286,-0.6610802503732535,-0.15212618387662447,-0.4055473873248467,0.4375553950667381,-1.2457999799114008,0.3929563886844195,1,0,0,0,0,44.01000213623047,-21.527250747680664,-32.242501449584964,-7.732500286102295,7.990003549135648,5.569982363627506,0.8794560607236165
2022-06-22 20:06:41.573286,-0.251453717549642,-0.3481621830551713,-0.6614053757102402,-0.5409546947727599,0.3707553137231756,0.4694806908567746,1,0,0,0,0,40.50000190734863,-25.532251281738287,-29.45625114440918,-0.9930000483989716,8.581158143502693,4.578545535052264,-0.3890923733512561
2022-06-22 20:06:41.823286,1.1213423838982215,-1.1507367262473474,1.5320090926610506,1.3710272701886983,-0.7097426525388773,-0.006513933722789488,1,0,0,0,0,40.02750015258789,-29.63775131225586,-25.5060009765625,-5.071500179320575,9.09255101130559,3.5556252828011146,0.2703882200786701
2022-06-22 20:06:42.073286,-0.7829852654383733,-0.898586630821228,-0.5801763396996719,-0.8546115886420012,0.9686905690110648,0.3387303873896599,1,0,0,0,0,33.00749969482422,-27.748501052856444,-27.743251113891606,3.856500156521797,8.784877997178299,3.9289740599118743,-0.908226557362538
2022-06-22 20:06:42.323286,1.1978753231189871,-0.7379723478246618,0.7845419247945151,-0.23035259234408534,-0.10212188600390046,0.05952255503722915,1,0,0,0,0,35.977500915527344,-31.3245011138916,-23.206501083374018,-6.9060002708435055,9.333080291748047,2.6586481730143228,1.361525332486188
