,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelWalking,labelSitting,labelRunning,labelOnthetable,labelCycling,light_phone_lux,mag_phone_x,mag_phone_y,mag_phone_z,acc_phone_x_mixture,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2022-06-08 16:20:14.475446500,-0.4559233295649994,-0.29602834555862134,-0.14989037781453574,-0.15208614123294778,-0.38554982459322723,-0.060143351418933774,1,0,0,0,0,98.01,4.559749503020664,6.340214261659636,-44.53341117890156,0.01993665302192868,0.025650681148003642,0.48076494074295323,-0.051518906237539824,-0.051805512254342705,-0.02460390468439817,-0.021874932648948152,-0.10385035714354192
2022-06-08 16:20:14.725446500,0.3735567768817271,-0.029663675904233945,-0.352914404856076,-0.21003928627520763,-0.19094665042321002,0.4275538011579745,1,0,0,0,0,114.514,0.91368196833551,11.500772205324157,-43.54488184671168,0.0033586913577341657,0.0050349246966063625,0.4538209908599718,-0.03230618780281804,-0.09152459745197054,-0.03996113257983659,0.03545977921992316,-0.08368179968225632
2022-06-08 16:20:14.975446500,0.3514577277192022,-0.4357615572455476,0.3932599864520513,-0.0019412074755439483,-0.34322205848008397,0.06151493519023152,1,0,0,0,0,113.012,-5.591617125852723,10.459635646641313,-43.082467794775894,0.15478801257565244,0.017684073197809,0.4374078351565938,0.025179805678539148,-0.10997874493148821,-0.016046267570502964,0.01914339162849737,-0.0782549034398355
2022-06-08 16:20:15.225446500,0.5284419205115414,0.17829972454575427,0.32372557605383323,-0.36640590553577523,-0.3783623282637796,0.17792652248335938,1,0,0,0,0,111.51,-11.197618720007357,10.894930504590743,-41.32965384778848,0.0011889240330071747,0.019590155107332533,0.4075712055879246,0.07152976725535949,-0.12156340285259774,0.010302733589830379,0.03442935802296664,-0.10639789633128241
2022-06-08 16:20:15.475446500,0.5152161553620449,0.6961664177291601,0.035142230365905816,-0.3700524996498779,0.026837624201450194,0.02281207674273836,1,0,0,0,0,109.01299999999999,-16.769918624443953,13.493520096629688,-41.86916915027366,0.1544132440364237,0.012574045497994644,0.3913451455951384,0.10951942754216826,-0.16370728242296417,0.0472499168598053,0.04247841696012358,-0.0976457598488389
2022-06-08 16:20:15.725446500,-0.5564569517835148,-0.20052409805533147,0.3476538006058697,0.0984227730334015,-0.1179367769376319,0.012810245395873332,1,0,0,0,0,115.999,-23.865070883474502,14.000465768013537,-39.44862192649697,0.12565107556000615,0.017836869895592602,0.3535389520875988,0.18651726708076916,-0.19462470412727634,0.018356115799892134,0.003703172593853753,-0.06317555838152882
2022-06-08 16:20:15.975446500,-0.151492238039579,0.2340427529914833,0.021847191654004332,-0.05085813374139957,-0.1344524391776303,0.5080250994756444,1,0,0,0,0,116.50549999999998,-23.72618743952494,14.637162885356101,-36.25391868844321,0.13701978439212836,0.00985841156701742,0.32500156515030526,0.18942724159943064,-0.18013509826784468,-0.011789743871410307,0.04027236071655877,-0.06830299858403797
2022-06-08 16:20:16.225446500,0.7726230500804941,-0.18262613230135866,-0.41823247916590933,-0.3744217390531455,0.37990938660685214,-0.13183398066571234,1,0,0,0,0,110.97,-24.558722360600317,16.75354440964475,-41.53411579860488,0.0899971520992494,0.003911795519082783,0.3620200904237782,0.16352010554660645,-0.21323206095380606,0.095723845182413,0.06892525785098923,-0.07914327592012795
2022-06-08 16:20:16.475446500,-0.34427354301402907,-2.2097792200981368,-0.4518664969269704,-0.40345082561921053,-1.143033058677203,0.5347647857820594,1,0,0,0,0,113.5015,-34.14798465075108,23.271583130054513,-37.0737624114747,0.0012067031517770295,-0.021199822209418795,0.2841081026867663,0.2536683432793216,-0.27433445350098407,0.019961982435374243,0.047256867811218115,-0.11611838386226105
2022-06-08 16:20:16.725446500,0.7624200705772939,-0.7615915767815207,-1.138733660577187,0.025739698535865538,-3.067972774923936,2.384393382046133,1,0,0,0,0,76.16266666666667,-28.119235870294123,34.30922470972761,-17.469896797793773,0.0008996798328282287,-0.12285090456950915,0.09654872565260193,0.2136646624027288,-0.21373477463741836,-0.22899451373347296,0.14546728137842116,-0.14477753262744736
2022-06-08 16:20:16.975446500,2.8485400544682142,0.5397413793415897,-0.8135319795888489,0.4881701364521584,-1.9197588416388613,1.0441786019214407,1,0,0,0,0,38.823833333333326,-12.128555761081099,40.17370155949632,-7.147861775912636,3.501741438821656e-05,-0.20804782762760113,0.028129488796277677,0.03351814720045298,-0.10581105362815472,-0.1428099431215049,0.16861248748344207,-0.06868422681091585
2022-06-08 16:20:17.225446500,1.1508458572371836,-0.04582048310684335,1.4721119819924964,-0.01954270658673437,-0.2612265974372082,-0.5922699758247862,1,0,0,0,0,1.485,-14.035029465064435,39.36920273271805,-6.184184953843785,0.0006939107756559559,-0.21802796744590677,0.008371055249226197,0.033838187954201064,-0.09578489652524477,0.04991119882283466,0.011341545070668304,-0.04217168255003201
2022-06-08 16:20:17.475446500,0.6383713687287635,0.6748555524758771,1.5121527971240856,-0.8365160575262724,0.08149024264004501,0.4319094466829159,1,0,0,0,0,1.3860000000000001,-16.260071020665414,40.70026772184078,-2.1445351513316484,0.0003093447110587273,-0.22753895070455876,-0.03735310274431859,0.06426627936862421,-0.09249256759762736,0.022724353759437748,0.018780147130762224,-0.06824352262647548
2022-06-08 16:20:17.725446500,0.9352104114465267,-0.25179729838022585,-0.12230357929548953,-0.7488809983670675,-0.03280926098163224,1.2032961816078054,1,0,0,0,0,1.2870000000000001,-5.802896246059262,44.304974187397775,4.958575701902753,0.0008106283686866991,-0.2714487163584449,-0.08206772391908082,-0.020770734553959426,-0.03495131283933493,-0.06265943224237187,0.07156241541434312,-0.04304974055088022
