,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelRowing,labelSitting,labelCycling,labelStanding,labelRunning,light_phone_lux,mag_phone_x,mag_phone_y,mag_phone_z,grav_phone_x,grav_phone_y,grav_phone_z,simple_dist_outlier
2022-06-22 20:06:40.073286,-0.31407244559728875,0.02300314633351452,-0.14724971663277106,0.07205855193639693,-0.7917394891130523,-0.3553882075402026,1.0,0.0,0.0,0.0,0.0,188.6625061035156,14.585547506809235,-31.514454285303756,-22.93359474341075,0.034948675981107735,6.422660323808778,7.370628248970463,False
2022-06-22 20:06:40.573286,0.2808618725470777,-0.4180984002239299,-0.3816217161574454,0.4494639310484998,-0.5029290059827408,0.9135151427450046,1.0,0.0,0.0,0.0,0.0,93.6675033569336,-6.235125262737273,-32.221126251220696,-22.56862594604492,4.859406930095744,5.914909857623982,5.906035945100603,False
2022-06-22 20:06:41.073286,-0.6834047711812533,0.2323583272787241,0.1810730707186919,0.5085214347793505,-1.2676736413537024,0.3407215779969612,1.0,0.0,0.0,0.0,0.0,56.49750137329102,-18.05212568283081,-32.21475147247315,-13.668750524520874,7.256485297129704,5.5340479979148265,2.788377628446772,False
2022-06-22 20:06:41.573286,0.4219934265568571,-0.7418779966966161,0.4146092691511478,0.3969987220007856,-0.1593002923676428,0.2359738938932149,1.0,0.0,0.0,0.0,0.0,40.34250132242838,-27.58500129699707,-27.48112606048584,-3.0322501138597726,8.832030116387132,4.076735599985662,-0.06557359166865077,False
2022-06-22 20:06:42.073286,0.22613239288330075,-0.8167642602380717,0.11505749315585735,-0.5365928546789119,0.4231823372109881,0.1964924350591763,1.0,0.0,0.0,0.0,0.0,34.49250030517578,-29.536501083374024,-25.47487609863281,-1.5247500571608543,9.064150864223263,3.2818269099829336,0.2480621412396431,False
2022-06-22 20:06:42.573286,0.05103096595177284,-0.09152775315138008,0.09285089602837196,-0.1909304850269109,-0.18979686190029427,-0.16798781450163985,1.0,0.0,0.0,0.0,0.0,42.32250086466471,-30.17887622833252,-25.35225112915039,-5.5068751811981205,9.198999918424166,3.3587773579817557,0.4648281874564978,False
2022-06-22 20:06:43.073286,,,,,,,,,,,,,,,,,,,True
2022-06-22 20:06:43.573286,-0.02682945361504188,-0.05522511097101065,0.40905156316092384,0.4943775668988775,-0.20509785084197155,0.04519224573428241,1.0,0.0,0.0,0.0,0.0,38.34000142415365,-26.097376098632807,-29.117251205444337,0.913500045388937,8.799868363600512,4.182624798554641,-0.9417214438749048,False
2022-06-22 20:06:44.073286,-0.993241328113484,0.7089823079559038,-1.2368497646079872,0.6849234835156854,-0.1191042255399362,0.12051468732643802,1.0,0.0,0.0,0.0,0.0,23.985001246134445,-28.543501091003414,-24.31762592315674,10.680375442504882,9.048399187483877,2.8122760214895566,-2.4303852162271182,False
2022-06-22 20:06:44.573286,0.24777529374608456,0.09561208846434108,-0.6766708481986567,0.470890301754171,-0.5366245310683295,0.4869644012442737,1.0,0.0,0.0,0.0,0.0,12.33000055948893,-26.908501167297363,-13.098750524520874,24.22912593841553,8.338099524659931,0.22477328341524555,-4.985507101382849,False
2022-06-22 20:06:45.073286,-0.2236279432590191,-0.5218372247540034,1.018149788563068,-0.4852498353530581,0.1787366783604599,-0.17151790701497632,1.0,0.0,0.0,0.0,0.0,15.9975004196167,-26.56012615203857,-10.134375371932984,26.20050098419189,8.180972053454473,-0.08687053475743876,-5.357776403427124,False
2022-06-22 20:06:45.573286,1.0318378457483257,-0.6639790094967158,0.6288939377046981,0.14604854839304812,-0.19405618253743875,0.16071650477231675,1.0,0.0,0.0,0.0,0.0,27.506251335144047,-25.012501068115235,-13.167750549316404,25.4628759765625,7.7843252667840925,0.2468507036694132,-5.923958643427435,False
2022-06-22 20:06:46.073286,0.08111638289231524,-0.1831860324511161,0.364533951649299,-0.009262824699712485,-0.0779322554052879,-0.04600281490442845,1.0,0.0,0.0,0.0,0.0,26.49375057220459,-23.423625831604003,-12.897375507354734,26.36512607574463,7.72881819651677,0.14330401880523333,-6.018191704383264,False
2022-06-22 20:06:46.573286,-0.057008473378307424,0.2160281699923974,-0.5532350450191857,-0.05572700493349606,0.6996332274152423,0.20850803088045344,1.0,0.0,0.0,0.0,0.0,20.01375102996826,-25.36200096130371,-12.724875564575195,26.017876091003423,8.265447418644744,-0.07950964297018594,-5.168243988504949,False
2022-06-22 20:06:47.073286,-0.658230610613553,1.05260247048342,-1.4045919607270438,0.15131005295991615,-0.5304755477129288,-0.2914963157425793,1.0,0.0,0.0,0.0,0.0,7.492500305175781,-29.830876121521,-11.65912546157837,22.76437580108643,8.558195815896088,-0.0780378152475745,-4.706959917860211,False
2022-06-22 20:06:47.573286,-0.4401230078477126,-0.02633099329586212,0.3952500866009639,-0.15665744798472864,0.0936209002079872,0.1038881286932827,1.0,0.0,0.0,0.0,0.0,15.761250734329224,-24.86175109863281,-12.365250492095948,27.26962615966797,7.8674096694359426,0.2938559250189708,-5.837938253696147,False
2022-06-22 20:06:48.073286,0.8866756457202839,-1.0553093686840445,1.3301637667529989,0.013825137871053982,-0.2906131573056556,0.3060158802951985,1.0,0.0,0.0,0.0,0.0,29.0025011698405,-26.599126243591307,-10.751625347137454,26.09662612915039,7.6442593898413325,-0.4292453090959,-6.096992312737231,False
2022-06-22 20:06:48.573286,0.6059750685325036,-0.5942140513887773,0.2018766769996056,-0.006484566003424476,0.367611373309046,-0.0839292962829439,1.0,0.0,0.0,0.0,0.0,24.50250148773193,-27.90487606048584,-10.40362533569336,24.09262596130371,8.061604453967169,-0.5656595585437921,-5.468900533822866,False
2022-06-22 20:06:49.073286,0.17707630373396965,0.010862222152217377,0.04114188788072119,0.039452644649295585,-0.33838162827085844,-0.13854960804664582,1.0,0.0,0.0,0.0,0.0,31.99500147501628,-26.670001068115234,-12.133500576019287,23.89237598419189,8.17182713634563,-0.1297294755712292,-5.385697130887014,False
2022-06-22 20:06:49.573286,-0.2194184627173082,-0.03604416791701092,-0.2347992051322505,-0.17594058179068114,0.7216762241046384,0.1982270607215194,1.0,0.0,0.0,0.0,0.0,25.672500928242997,-25.33950088500977,-13.69687551498413,25.64550106048584,8.181532913783812,0.0503032469313662,-5.302005344966672,False
2022-06-22 20:06:50.073286,-0.2679620614418617,1.4842811645223544,-1.6667984540645893,0.16536226976089752,-0.32932072557294023,-0.13366191397206142,1.0,0.0,0.0,0.0,0.0,7.650000413258869,-35.05350154876709,-10.863750438690186,14.412750644683838,9.340572797335113,-0.6043478177072337,-2.6782304644584656,False
2022-06-22 20:06:50.573286,-0.2294321779934865,0.2416443324313973,-0.1708269659078346,0.05955931747261928,-0.6707900383702989,-0.15477786167472038,1.0,0.0,0.0,0.0,0.0,10.012500286102297,-24.622875938415532,-14.207625617980955,26.578126068115235,7.583756941669392,0.5267945348091845,-6.11061429977417,False
2022-06-22 20:06:51.073286,0.46808280394627505,-0.6551705681933806,0.7580344126774714,-0.0567340669580377,-0.0904373545647384,0.18385855185232894,1.0,0.0,0.0,0.0,0.0,28.687500635782882,-18.568875846862788,-12.970500507354734,30.977626228332518,6.2558029890060425,0.2695767425287228,-7.545224620745733,False
2022-06-22 20:06:51.573286,1.6236943838731297,-1.158139446996293,0.8635237171964826,0.10398532107542707,0.3625223131077188,0.0894297400559738,1.0,0.0,0.0,0.0,0.0,29.65500132242839,-23.04600093841553,-10.546125411987305,28.74150119781494,7.0304104697029555,-0.5196627499711401,-6.775097046258313,False
2022-06-22 20:06:52.073286,0.14510469616584054,0.025573525015475614,-0.007227510776159905,-0.07799475413817421,-0.19243680984484696,-0.17941991952775085,1.0,0.0,0.0,0.0,0.0,28.327500661214188,-23.454001045227052,-11.897625522613525,26.396251029968266,7.5035890813143755,-0.14340129458424547,-6.299134794271217,False
2022-06-22 20:06:52.573286,-0.2639398299730741,0.011431160024725473,0.03571579089531532,0.01990009507594201,0.3316584597162616,0.05041983906770698,1.0,0.0,0.0,0.0,0.0,27.337501525878906,-21.046500701904296,-14.829000587463376,28.48087627410889,7.399646071287303,0.38124253113682455,-6.404871463775635,False
2022-06-22 20:06:53.073286,-1.085207390335371,1.27479119156048,-1.8527180878621228,0.04896715174666343,0.018023387511383833,-0.09993257985081312,1.0,0.0,0.0,0.0,0.0,8.977500200271605,-28.55850128173828,-12.607875480651856,24.11587600708008,8.500714643946234,-0.09956800456176387,-4.849961091887276,False
2022-06-22 20:06:53.573286,-0.6634638767976028,0.33996276958630633,-0.28716860367701597,0.04941543631363087,-0.29377309845473903,-0.0835005162561384,1.0,0.0,0.0,0.0,0.0,9.000000158945719,-21.915000801086425,-14.015250549316404,29.26575115203857,7.2017672428717985,0.5859189337262739,-6.613062299214875,False
2022-06-22 20:06:54.073286,0.9164810810448988,-0.6837082302795267,0.983043355761834,-0.14351288204626092,-0.3124486900655166,0.2475457476135695,1.0,0.0,0.0,0.0,0.0,26.01000086466472,-20.476875839233397,-13.95675058364868,29.575876197814946,6.640446204059528,0.4961090051340607,-7.168952141167983,False
2022-06-22 20:06:54.573286,1.7467379661706777,-1.1386306159771409,0.4437612203451303,-0.18748849525582045,0.2059965257358272,0.09565320214292464,1.0,0.0,0.0,0.0,0.0,29.0025011698405,-20.724375648498537,-14.266875591278074,28.886626167297365,6.546771416297326,0.31418270624887484,-7.280807660176205,False
2022-06-22 20:06:55.073286,-0.1177255702468584,0.043875419306305216,0.3276588421947551,0.14566243537218432,-0.15220618200541106,-0.18206507801616406,1.0,0.0,0.0,0.0,0.0,29.0025011698405,-18.56812576293945,-15.319125556945801,28.50225112915039,6.5126329008138395,0.5432455028003117,-7.306478401400009,False
2022-06-22 20:06:55.573286,-0.9310984971388332,0.9292264423280392,-1.306731475974029,-0.039614006912089744,0.2731113018081436,0.10852790852340888,1.0,0.0,0.0,0.0,0.0,22.7475004196167,-19.359375801086426,-15.381000595092775,29.53350112915039,6.954176749823228,0.4084058067989799,-6.865874497395643,False
2022-06-22 20:06:56.073286,-0.7513495225172776,0.5154221906111791,-0.5339915202214167,0.0027900065761059523,0.0337913936863725,-0.317126922668719,1.0,0.0,0.0,0.0,0.0,6.6825002034505205,-23.08575080871582,-17.739000720977785,26.579626159667967,7.499201627878042,1.272003815151178,-6.157219189863938,False
2022-06-22 20:06:56.573286,-0.5668201491517839,0.2590471753534281,0.03708742249686762,0.30524797793829217,-0.6016585849190377,-0.0109422595705837,1.0,0.0,0.0,0.0,0.0,13.65750058492025,-16.50787576675415,-16.864125709533695,31.099126396179198,6.029949467137175,1.2538900150443024,-7.582933308943262,False
2022-06-22 20:06:57.073286,1.5061925741342397,-1.392314673329775,1.3230500679749708,-0.20792309616640872,0.21903613957496976,0.5382482270808675,1.0,0.0,0.0,0.0,0.0,33.99750073750814,-14.740125579833984,-12.516750564575196,33.504001579284676,5.1425196299186124,0.01882836645325789,-8.336219411629896,False
2022-06-22 20:06:57.573286,1.24862509853435,-0.4517513654142056,-0.16241303030050025,-0.08700212715841601,0.15016612071403354,-0.01177211532826131,1.0,0.0,0.0,0.0,0.0,28.665001551310226,-19.57837574005127,-14.198625526428225,28.964626007080078,6.266547886830456,0.2794783214460795,-7.529976340959656,False
2022-06-22 20:06:58.073286,-0.4166302006199675,-0.2319323144993692,0.22495993128362693,0.19804120740308515,0.0781532339839581,-0.3597806289809633,1.0,0.0,0.0,0.0,0.0,31.488750457763672,-15.815250740051267,-15.750750484466552,30.85950115203857,6.032287291760714,0.550772912659735,-7.701733598169291,False
2022-06-22 20:06:58.573286,-1.0382304741786077,1.2278016937466771,-1.7593657145133386,0.02147424753862792,0.5255492846839703,0.031371430750228815,1.0,0.0,0.0,0.0,0.0,14.647500912348427,-25.41300106048584,-13.761750564575195,26.01075099945068,8.152210840812097,0.14196560044701284,-5.356716898771434,False
2022-06-22 20:06:59.073286,,,,,,,,,,,,,,,,,,,True
2022-06-22 20:06:59.573286,1.1154159949376032,-1.0658839024030244,1.1726422218176036,-0.08291901872815707,-0.11348575016913505,0.5446388165896329,1.0,0.0,0.0,0.0,0.0,23.743125915527344,-17.44987573623657,-16.35225061416626,30.038626098632808,6.099543745701129,1.0409251038844771,-7.5822587471741905,False
2022-06-22 20:07:00.073286,1.6871583056899735,-1.2511297270374475,0.6734026423040426,0.25187222807193704,2.8819337768353807e-06,0.09612619873347147,1.0,0.0,0.0,0.0,0.0,26.662501653035477,-19.762125854492187,-13.095750541687012,29.01075107574463,6.1246130061599455,-0.06869490042258546,-7.64033679242404,False
2022-06-22 20:07:00.573286,0.05928309008760271,-0.2268133883206349,0.06013471675368975,0.10241781962367724,-0.27648258524648145,-0.28732399736478365,1.0,0.0,0.0,0.0,0.0,31.657501220703125,-16.818375797271727,-9.205875310897829,32.09287643432617,5.845847453711167,-1.1192193391188137,-7.777289759437992,False
2022-06-22 20:07:01.073286,-0.7653626295236441,0.7693886937430272,-1.5870023782436664,0.24174386055137104,0.3174617300168253,-0.3603925986949784,1.0,0.0,0.0,0.0,0.0,21.645000775655106,-16.38187562942505,-10.12087547302246,34.1857515335083,6.4241766196030845,-0.5826413737466702,-7.337409092829777,False
2022-06-22 20:07:01.573286,-2.1038131084082257,0.38407035976788906,-0.5660397421638921,-0.15471014837330244,-0.3451472468111875,-0.0429089284097811,1.0,0.0,0.0,0.0,0.0,4.995000123977661,-13.870125541687012,-11.949000492095948,35.19450157165527,5.662624781986453,0.2835014297512693,-7.973928010688637,False
2022-06-22 20:07:02.073286,0.4377962396695064,-0.1891846820138968,0.856760520201463,-0.01332742548458135,-0.2197938459956696,0.3178376439385689,1.0,0.0,0.0,0.0,0.0,24.63750076293945,-10.826250381469727,-12.472500553131106,35.48287628173828,4.6202319126862745,0.20661215382726647,-8.640434466875517,False
2022-06-22 20:07:02.573286,1.7107731441281877,-1.414195620788718,0.6526225377928536,-0.10087913316938113,0.06804515116514183,0.30836137533100005,1.0,0.0,0.0,0.0,0.0,37.665000915527344,-11.772750492095945,-10.196625347137449,35.16337661743164,4.212543559524248,-0.5903508263938831,-8.82991850151206,False
2022-06-22 20:07:03.073286,1.143477997689877,-0.3219928004831638,-0.6113070362019088,-0.041999835274973016,0.15375639394558266,-0.08081712260982901,1.0,0.0,0.0,0.0,0.0,27.67500114440918,-14.966250534057615,-9.50737539291382,32.04037628173828,5.282085256756477,-0.7827348619137171,-8.213316458576129,False
2022-06-22 20:07:03.573286,-0.4863352179527282,-0.01841745898127556,0.34535034803243786,-0.034836912706780895,0.10285435686819257,0.0023494790970849297,1.0,0.0,0.0,0.0,0.0,31.32000096638997,-13.362750644683835,-12.652500419616699,33.34500141143799,5.277952139194196,-0.35470859047312003,-8.25466059721433,False
2022-06-22 20:07:04.073286,-0.7761585532494311,1.5690266245378641,-1.5260290649701964,-0.06387571004034846,0.18242093864476905,-0.19902521428072228,1.0,0.0,0.0,0.0,0.0,9.337500492731731,-22.49625093460083,-12.598500518798827,29.70300117492676,6.8854410153514936,-0.3742079927041283,-6.90673679675696,False
2022-06-22 20:07:04.573286,-1.5851601087130034,0.2997845766636041,0.16994421298687273,-0.02034649661240669,-0.2554706984844345,-0.08707172617477436,1.0,0.0,0.0,0.0,0.0,13.68000078201294,-12.681000423431394,-16.110000610351562,33.726376647949216,4.976099766217745,1.0130533644786248,-8.376094662226164,False
2022-06-22 20:07:05.073286,1.0063631399622504,-0.6342168574063283,0.5154139860621039,-0.09862584808735916,-0.08049872333298104,0.2932741661503349,1.0,0.0,0.0,0.0,0.0,33.997501373291016,-12.896625423431393,-16.847250747680665,32.48137649536133,4.761842682676496,1.1416094887931392,-8.494159140676823,False
2022-06-22 20:07:05.573286,1.2628883685705796,-1.2426201195087072,0.4020699914896263,0.07422006963137186,0.1419079228843022,0.12909560838608808,1.0,0.0,0.0,0.0,0.0,31.005001068115234,-17.187750701904296,-15.518625659942627,30.94387599945068,5.336668527351235,0.6525699950332912,-8.194319266193316,False
2022-06-22 20:07:06.073286,0.4859614097155057,-0.07911022272534095,-0.005239459184499896,0.09989401171557033,0.031224586750165782,-0.12292478699237107,1.0,0.0,0.0,0.0,0.0,25.008750915527344,-20.060625610351558,-13.418250541687012,28.342126121520995,6.393542253054107,0.08103642338671936,-7.422687732256375,False
2022-06-22 20:07:06.573286,-0.1741103136314536,-0.04207774912411312,0.17048698101403578,0.15338468892534948,-0.0017720856879539094,-0.025038253955261887,1.0,0.0,0.0,0.0,0.0,36.33750216166178,-14.943750648498535,-12.70012550354004,32.2923764038086,5.520977191205295,-0.3962686271318849,-8.088114774452066,False
2022-06-22 20:07:07.073286,-0.6647744683118967,1.1959240900782435,-1.2242079010376563,-0.1187309675778334,0.1884811558859208,-0.04551530382237757,1.0,0.0,0.0,0.0,0.0,21.667501131693527,-21.245250911712645,-11.976750545501707,30.669751205444328,6.744138167454647,-0.5236226618289948,-7.068851571816665,False
2022-06-22 20:07:07.573286,-1.7076136571056435,0.5924870709203324,-0.16438371730300616,-0.06399096825537888,-0.200349238876886,-0.20404468154763136,1.0,0.0,0.0,0.0,0.0,14.006250619888306,-15.989250621795655,-16.238625774383546,31.962376327514647,5.584699909642056,0.9763285579546442,-7.986613390580662,False
2022-06-22 20:07:08.073286,0.9333377199352912,-0.6574856301523605,0.4179081376993431,-0.07054911897449649,-0.2728519725595724,-0.0585897129802209,1.0,0.0,0.0,0.0,0.0,35.34750111897787,-10.957500400543212,-17.492250671386714,32.725501403808586,4.464619087723066,1.393185460342551,-8.611031118428931,False
2022-06-22 20:07:08.573286,1.2907287845244777,-0.9271700448141648,0.6698282773678119,0.21218153183312655,0.11330366885074628,0.34122084178782713,1.0,0.0,0.0,0.0,0.0,31.68000157674153,-13.152750511169431,-14.416125507354733,32.863501663208005,4.686624600337102,0.4149321305672996,-8.583060906483578,False
2022-06-22 20:07:09.073286,1.1830321707815494,-0.3707341411203709,-0.44197196780510667,0.04115845491441916,0.05802350916530726,-0.09273474659102987,1.0,0.0,0.0,0.0,0.0,28.98000144958496,-16.224000625610348,-9.923250389099119,31.717501258850103,5.517375613158604,-0.7843965691215588,-8.062472442411027,False
